ANO,ÍNDICE,MÊS,MÊS,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,NOTIF. [MES-0],NOTIF. [MES-1],NOTIF. [MES-2],NOTIF. [MES-3],POP.,ATING. [MES-0],ATING. [MES-1],ATING. [MES-2],ATING. [MES-3],TEMP MÁX. MÉDIA (ºC) [MÊS-0],TEMP MÁX. MÉDIA (ºC) [MÊS-1],TEMP MÁX. MÉDIA (ºC) [MÊS-2],TEMP MÁX. MÉDIA (ºC) [MÊS-3],TEMP. MIN. MÉDIA (ºC) [MÊS-0],TEMP. MIN. MÉDIA (ºC) [MÊS-1],TEMP. MIN. MÉDIA (ºC) [MÊS-2],TEMP. MIN. MÉDIA (ºC) [MÊS-3],UMIDADE REL. MÉDIA (%) [MÊS-0],UMIDADE REL. MÉDIA (%) [MÊS-1],UMIDADE REL. MÉDIA (%) [MÊS-2],UMIDADE REL. MÉDIA (%) [MÊS-3],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-0],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-1],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-2],PRECIPITAÇÃO ACUMULADA (mm) [MÊS-3],VEL. MÉDIA VENTO (mps) [MÊS-0],VEL. MÉDIA VENTO (mps) [MÊS-1],VEL. MÉDIA VENTO (mps) [MÊS-2],VEL. MÉDIA VENTO (mps) [MÊS-3],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-0],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-1],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-2],VEL. MÁX. MÉDIA VENTO (mps) [MÊS-3]
2000,0,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,34.045161,,,,22.493548,,,,65.540323,,,,142.4,,,,1.941935,,,,12.3,,,
2000,0,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,31.946667,34.045161,,,22,22.493548,,,74.577586,65.540323,,,284.1,142.4,,,1.715556,1.941935,,,12.3,12.3,,
2000,0,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,31.312903,31.946667,34.045161,,22.029032,22,22.493548,,79.473214,74.577586,65.540323,,430.3,284.1,142.4,,1.911828,1.715556,1.941935,,6.7,12.3,12.3,
2001,1,Janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,150884,0.196839956522892,0,0,0,31.777419,31.312903,31.946667,34.045161,21.916129,22.029032,22,22.493548,77.766129,79.473214,74.577586,65.540323,234.4,430.3,284.1,142.4,1.56129,1.911828,1.715556,1.941935,4.4,6.7,12.3,12.3
2001,1,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,207,297,0,0,150884,0.137191484849288,0.196839956522892,0,0,31.485714,31.777419,31.312903,31.946667,21.807143,21.916129,22.029032,22,80.169643,77.766129,79.473214,74.577586,147.3,234.4,430.3,284.1,1.69881,1.56129,1.911828,1.715556,4.4,4.4,6.7,12.3
2001,1,março,3,0,0,1,0,0,0,0,0,0,0,0,0,228,207,297,0,150884,0.151109461573129,0.137191484849288,0.196839956522892,0,31.380645,31.485714,31.777419,31.312903,21.741935,21.807143,21.916129,22.029032,83.024194,80.169643,77.766129,79.473214,387.5,147.3,234.4,430.3,1.334409,1.69881,1.56129,1.911828,4.4,4.4,4.4,6.7
2001,1,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,170,228,207,297,150884,0.112669335383473,0.151109461573129,0.137191484849288,0.196839956522892,32.703333,31.380645,31.485714,31.777419,21.78,21.741935,21.807143,21.916129,74.741667,83.024194,80.169643,77.766129,117.4,387.5,147.3,234.4,1.145556,1.334409,1.69881,1.56129,4.4,4.4,4.4,4.4
2001,1,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,154,170,228,207,150884,0.102065162641499,0.112669335383473,0.151109461573129,0.137191484849288,34.041935,32.703333,31.380645,31.485714,21.7,21.78,21.741935,21.807143,70.717742,74.741667,83.024194,80.169643,22.2,117.4,387.5,147.3,1.656989,1.145556,1.334409,1.69881,6.7,4.4,4.4,4.4
2001,1,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,77,154,170,228,150884,0.05103258132075,0.102065162641499,0.112669335383473,0.151109461573129,34.056667,34.041935,32.703333,31.380645,20.173333,21.7,21.78,21.741935,56.758333,70.717742,74.741667,83.024194,1.2,22.2,117.4,387.5,1.72,1.656989,1.145556,1.334409,12.3,6.7,4.4,4.4
2001,1,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,26,77,154,170,150884,0.017231780705708,0.05103258132075,0.102065162641499,0.112669335383473,34.793548,34.056667,34.041935,32.703333,19.819355,20.173333,21.7,21.78,46.975,56.758333,70.717742,74.741667,0,1.2,22.2,117.4,2.233333,1.72,1.656989,1.145556,12.3,12.3,6.7,4.4
2001,1,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,24,26,77,154,150884,0.015906259112961,0.017231780705708,0.05103258132075,0.102065162641499,34.990323,34.793548,34.056667,34.041935,21.029032,19.819355,20.173333,21.7,41.370968,46.975,56.758333,70.717742,0,0,1.2,22.2,3.167742,2.233333,1.72,1.656989,12.3,12.3,12.3,6.7
2001,1,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,15,24,26,77,150884,0.009941411945601,0.015906259112961,0.017231780705708,0.05103258132075,35.103333,34.990323,34.793548,34.056667,22.806667,21.029032,19.819355,20.173333,56.033333,41.370968,46.975,56.758333,129.1,0,0,1.2,1.598889,3.167742,2.233333,1.72,9.3,12.3,12.3,12.3
2001,1,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,21,15,24,26,150884,0.013917976723841,0.009941411945601,0.015906259112961,0.017231780705708,32.7,35.103333,34.990323,34.793548,21.809677,22.806667,21.029032,19.819355,78.314516,56.033333,41.370968,46.975,373.4,129.1,0,0,1.324731,1.598889,3.167742,2.233333,4.4,9.3,12.3,12.3
2001,1,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,135,21,15,24,150884,0.089472707510405,0.013917976723841,0.009941411945601,0.015906259112961,32.24,32.7,35.103333,34.990323,21.94,21.809677,22.806667,21.029032,81.966667,78.314516,56.033333,41.370968,420.4,373.4,129.1,0,1.26,1.324731,1.598889,3.167742,4.4,4.4,9.3,12.3
2001,1,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,84,135,21,15,150884,0.055671906895363,0.089472707510405,0.013917976723841,0.009941411945601,32,32.24,32.7,35.103333,22.16129,21.94,21.809677,22.806667,82.467742,81.966667,78.314516,56.033333,338.6,420.4,373.4,129.1,1.384946,1.26,1.324731,1.598889,4.4,4.4,4.4,9.3
2002,2,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,110,84,135,21,161137,0.068264892606912,0.055671906895363,0.089472707510405,0.013917976723841,30.422581,32,32.24,32.7,22.196774,22.16129,21.94,21.809677,84.782258,82.467742,81.966667,78.314516,431.7,338.6,420.4,373.4,1.572774,1.384946,1.26,1.324731,6.734,4.4,4.4,4.4
2002,2,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,128,110,84,135,161137,0.079435511397134,0.068264892606912,0.055671906895363,0.089472707510405,32.792857,30.422581,32,32.24,22.775,22.196774,22.16129,21.94,76.589286,84.782258,82.467742,81.966667,195.1,431.7,338.6,420.4,1.321687,1.572774,1.384946,1.26,4.4,6.734,4.4,4.4
2002,2,março,3,0,0,1,0,0,0,0,0,0,0,0,0,61,128,110,84,161137,0.037855985900197,0.079435511397134,0.068264892606912,0.055671906895363,32.064516,32.792857,30.422581,32,22.180645,22.775,22.196774,22.16129,81.419355,76.589286,84.782258,82.467742,233,195.1,431.7,338.6,1.172043,1.321687,1.572774,1.384946,4.4,4.4,6.734,4.4
2002,2,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,59,61,128,110,161137,0.036614806034617,0.037855985900197,0.079435511397134,0.068264892606912,33.19,32.064516,32.792857,30.422581,22.023333,22.180645,22.775,22.196774,74.208333,81.419355,76.589286,84.782258,107.8,233,195.1,431.7,1.454444,1.172043,1.321687,1.572774,4.4,4.4,4.4,6.734
2002,2,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,26,59,61,128,161137,0.016135338252543,0.036614806034617,0.037855985900197,0.079435511397134,33.987097,33.19,32.064516,32.792857,21.464516,22.023333,22.180645,22.775,68.532258,74.208333,81.419355,76.589286,55,107.8,233,195.1,1.390323,1.454444,1.172043,1.321687,4.4,4.4,4.4,4.4
2002,2,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,23,26,59,61,161137,0.014273568454173,0.016135338252543,0.036614806034617,0.037855985900197,34.146667,33.987097,33.19,32.064516,20.493333,21.464516,22.023333,22.180645,53.908333,68.532258,74.208333,81.419355,0,55,107.8,233,1.909727,1.390323,1.454444,1.172043,6.68772,4.4,4.4,4.4
2002,2,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,10,23,26,59,161137,0.006205899327901,0.014273568454173,0.016135338252543,0.036614806034617,35.309677,34.146667,33.987097,33.19,20.906452,20.493333,21.464516,22.023333,49.346774,53.908333,68.532258,74.208333,0,0,55,107.8,1.568553,1.909727,1.390323,1.454444,6.68772,6.68772,4.4,4.4
2002,2,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,7,10,23,26,161137,0.004344129529531,0.006205899327901,0.014273568454173,0.016135338252543,36.696774,35.309677,34.146667,33.987097,21.596774,20.906452,20.493333,21.464516,39.193548,49.346774,53.908333,68.532258,0,0,0,55,2.778785,1.568553,1.909727,1.390323,12.34656,6.68772,6.68772,4.4
2002,2,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,10,7,10,23,161137,0.006205899327901,0.004344129529531,0.006205899327901,0.014273568454173,35.613333,36.696774,35.309677,34.146667,22.81,21.596774,20.906452,20.493333,52.066667,39.193548,49.346774,53.908333,76.1,0,0,0,1.724825,2.778785,1.568553,1.909727,12.34656,12.34656,6.68772,6.68772
2002,2,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,31,10,7,10,161137,0.019238287916494,0.006205899327901,0.004344129529531,0.006205899327901,35.064516,35.613333,36.696774,35.309677,22.267742,22.81,21.596774,20.906452,68.612903,52.066667,39.193548,49.346774,145,76.1,0,0,1.477419,1.724825,2.778785,1.568553,4.4,12.34656,12.34656,6.68772
2002,2,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,77,31,10,7,161137,0.047785424824839,0.019238287916494,0.006205899327901,0.004344129529531,34.69,35.064516,35.613333,36.696774,22.476667,22.267742,22.81,21.596774,71.65,68.612903,52.066667,39.193548,214.5,145,76.1,0,1.612543,1.477419,1.724825,2.778785,4.4,4.4,12.34656,12.34656
2002,2,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,67,77,31,10,161137,0.041579525496937,0.047785424824839,0.019238287916494,0.006205899327901,32.012903,34.69,35.064516,35.613333,22.467742,22.476667,22.267742,22.81,79.846774,71.65,68.612903,52.066667,238.6,214.5,145,76.1,1.766667,1.612543,1.477419,1.724825,4.4,4.4,4.4,12.34656
2003,3,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,102,67,77,31,172176,0.059241706161138,0.041579525496937,0.047785424824839,0.019238287916494,32.719355,32.012903,34.69,35.064516,22.383871,22.467742,22.476667,22.267742,79.846774,79.846774,71.65,68.612903,487.1,238.6,214.5,145,1.646547,1.766667,1.612543,1.477419,4.4,4.4,4.4,4.4
2003,3,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,109,102,67,77,172176,0.063307313446706,0.059241706161138,0.041579525496937,0.047785424824839,32.432143,32.719355,32.012903,34.69,22.371429,22.383871,22.467742,22.476667,78.160714,79.846774,79.846774,71.65,241.4,487.1,238.6,214.5,1.553571,1.646547,1.766667,1.612543,4.4,4.4,4.4,4.4
2003,3,março,3,0,0,1,0,0,0,0,0,0,0,0,0,77,109,102,67,172176,0.044721680141251,0.063307313446706,0.059241706161138,0.041579525496937,31.53871,32.432143,32.719355,32.012903,21.780645,22.371429,22.383871,22.467742,83.33871,78.160714,79.846774,79.846774,236.8,241.4,487.1,238.6,1.358065,1.553571,1.646547,1.766667,4.4,4.4,4.4,4.4
2003,3,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,192,77,109,102,172176,0.111513799832729,0.044721680141251,0.063307313446706,0.059241706161138,33.75,31.53871,32.432143,32.719355,21.926667,21.780645,22.371429,22.383871,76.433333,83.33871,78.160714,79.846774,231.6,236.8,241.4,487.1,1.496667,1.358065,1.553571,1.646547,4.4,4.4,4.4,4.4
2003,3,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,145,192,77,109,172176,0.084216150915343,0.111513799832729,0.044721680141251,0.063307313446706,33.293548,33.75,31.53871,32.432143,21.619355,21.926667,21.780645,22.371429,71.266129,76.433333,83.33871,78.160714,129.9,231.6,236.8,241.4,1.735961,1.496667,1.358065,1.553571,9.3,4.4,4.4,4.4
2003,3,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,29,145,192,77,172176,0.016843230183069,0.084216150915343,0.111513799832729,0.044721680141251,34.456667,33.293548,33.75,31.53871,18.7,21.619355,21.926667,21.780645,55.866667,71.266129,76.433333,83.33871,0,129.9,231.6,236.8,1.798889,1.735961,1.496667,1.358065,9.3,9.3,4.4,4.4
2003,3,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,8,29,145,192,172176,0.004646408326364,0.016843230183069,0.084216150915343,0.111513799832729,34.674194,34.456667,33.293548,33.75,19.051613,18.7,21.619355,21.926667,47.645161,55.866667,71.266129,76.433333,0,0,129.9,231.6,2.530108,1.798889,1.735961,1.496667,9.3,9.3,9.3,4.4
2003,3,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,0,8,29,145,172176,0,0.004646408326364,0.016843230183069,0.084216150915343,36.322581,34.674194,34.456667,33.293548,21.367742,19.051613,18.7,21.619355,49.024194,47.645161,55.866667,71.266129,18.6,0,0,129.9,1.852711,2.530108,1.798889,1.735961,6.7,9.3,9.3,9.3
2003,3,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,29,172176,0,0,0.004646408326364,0.016843230183069,37.196667,36.322581,34.674194,34.456667,23.473333,21.367742,19.051613,18.7,48.666667,49.024194,47.645161,55.866667,22.6,18.6,0,0,1.891954,1.852711,2.530108,1.798889,12.3,6.7,9.3,9.3
2003,3,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,172176,0.001161602081591,0,0,0.004646408326364,33.890323,37.196667,36.322581,34.674194,22.706667,23.473333,21.367742,19.051613,68.983871,48.666667,49.024194,47.645161,179.6,22.6,18.6,0,1.727503,1.891954,1.852711,2.530108,4.4,12.3,6.7,9.3
2003,3,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,172176,0.002323204163182,0.001161602081591,0,0,31.85,33.890323,37.196667,36.322581,22.256667,22.706667,23.473333,21.367742,77.716667,68.983871,48.666667,49.024194,303.1,179.6,22.6,18.6,1.414444,1.727503,1.891954,1.852711,4.4,4.4,12.3,6.7
2003,3,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,0,172176,0.007550413530341,0.002323204163182,0.001161602081591,0,32.035484,31.85,33.890323,37.196667,22.219355,22.256667,22.706667,23.473333,77.701613,77.716667,68.983871,48.666667,193,303.1,179.6,22.6,1.650538,1.414444,1.727503,1.891954,6.7,4.4,4.4,12.3
2004,0,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,4,13,4,2,187639,0.002131752993781,0.007550413530341,0.002323204163182,0.001161602081591,30.690323,32.035484,31.85,33.890323,22.451613,22.219355,22.256667,22.706667,83.5,77.701613,77.716667,68.983871,490.7,193,303.1,179.6,1.675269,1.650538,1.414444,1.727503,4.4,6.7,4.4,4.4
2004,0,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,3,4,13,4,187639,0.001598814745335,0.002131752993781,0.007550413530341,0.002323204163182,30.496552,30.690323,32.035484,31.85,22.503448,22.451613,22.219355,22.256667,83.775862,83.5,77.701613,77.716667,204.5,490.7,193,303.1,1.534483,1.675269,1.650538,1.414444,6.7,4.4,6.7,4.4
2004,0,março,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,13,187639,0,0.001598814745335,0.002131752993781,0.007550413530341,31.551613,30.496552,30.690323,32.035484,22.632258,22.503448,22.451613,22.219355,81.895161,83.775862,83.5,77.701613,299.4,204.5,490.7,193,1.426882,1.534483,1.675269,1.650538,4.4,6.7,4.4,6.7
2004,0,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,187639,0,0,0.001598814745335,0.002131752993781,32.686667,31.551613,30.496552,30.690323,22.56,22.632258,22.503448,22.451613,78.05,81.895161,83.775862,83.5,246.9,299.4,204.5,490.7,1.206667,1.426882,1.534483,1.675269,2.4,4.4,6.7,4.4
2004,0,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,187639,0,0,0,0.001598814745335,34.587097,32.686667,31.551613,30.496552,22.474194,22.56,22.632258,22.503448,65.33871,78.05,81.895161,83.775862,2.3,246.9,299.4,204.5,1.730108,1.206667,1.426882,1.534483,6.7,2.4,4.4,6.7
2004,0,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,187639,0.000532938248445,0,0,0,34.243333,34.587097,32.686667,31.551613,20.423333,22.474194,22.56,22.632258,56.266667,65.33871,78.05,81.895161,27.4,2.3,246.9,299.4,1.982222,1.730108,1.206667,1.426882,9.3,6.7,2.4,4.4
2004,0,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,187639,0.002131752993781,0.000532938248445,0,0,34.516129,34.243333,34.587097,32.686667,20.245161,20.423333,22.474194,22.56,49.895161,56.266667,65.33871,78.05,0,27.4,2.3,246.9,1.94086,1.982222,1.730108,1.206667,12.3,9.3,6.7,2.4
2004,0,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,187639,0.000532938248445,0.002131752993781,0.000532938248445,0,36.196774,34.516129,34.243333,34.587097,20.813333,20.245161,20.423333,22.474194,43.16129,49.895161,56.266667,65.33871,0,0,27.4,2.3,2.098327,1.94086,1.982222,1.730108,12.3,12.3,9.3,6.7
2004,0,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,187639,0,0.000532938248445,0.002131752993781,0.000532938248445,37.186667,36.196774,34.516129,34.243333,23.9,20.813333,20.245161,20.423333,41.716667,43.16129,49.895161,56.266667,41.8,0,0,27.4,2.215556,2.098327,1.94086,1.982222,7.7,12.3,12.3,9.3
2004,0,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,187639,0.000532938248445,0,0.000532938248445,0.002131752993781,33.587097,37.186667,36.196774,34.516129,22.680645,23.9,20.813333,20.245161,70.887097,41.716667,43.16129,49.895161,160.2,41.8,0,0,1.174194,2.215556,2.098327,1.94086,4.8,7.7,12.3,12.3
2004,0,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,187639,0,0.000532938248445,0,0.000532938248445,33.23,33.587097,37.186667,36.196774,22.776667,22.680645,23.9,20.813333,74.316667,70.887097,41.716667,43.16129,172.1,160.2,41.8,0,1.202222,1.174194,2.215556,2.098327,4.4,4.8,7.7,12.3
2004,0,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,187639,0.001598814745335,0,0.000532938248445,0,32.696774,33.23,33.587097,37.186667,22.374194,22.776667,22.680645,23.9,76.064516,74.316667,70.887097,41.716667,249.9,172.1,160.2,41.8,1.012903,1.202222,1.174194,2.215556,4,4.4,4.8,7.7
2005,1,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,208165,0.008166598611678,0.001598814745335,0,0.000532938248445,32.390323,32.696774,33.23,33.587097,22.780645,22.374194,22.776667,22.680645,80.217742,76.064516,74.316667,70.887097,263.2,249.9,172.1,160.2,0.95914,1.012903,1.202222,1.174194,3.6,4,4.4,4.8
2005,1,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,79,17,3,0,208165,0.037950664136622,0.008166598611678,0.001598814745335,0,32.182143,32.390323,32.696774,33.23,23,22.780645,22.374194,22.776667,78.232143,80.217742,76.064516,74.316667,257.9,263.2,249.9,172.1,1.171429,0.95914,1.012903,1.202222,6,3.6,4,4.4
2005,1,março,3,0,0,1,0,0,0,0,0,0,0,0,0,170,79,17,3,208165,0.081665986116782,0.037950664136622,0.008166598611678,0.001598814745335,31.267742,32.182143,32.390323,32.696774,22.754839,23,22.780645,22.374194,81.983871,78.232143,80.217742,76.064516,273.4,257.9,263.2,249.9,0.811828,1.171429,0.95914,1.012903,4,6,3.6,4
2005,1,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,318,170,79,17,208165,0.152763432853746,0.081665986116782,0.037950664136622,0.008166598611678,33.05,31.267742,32.182143,32.390323,23.416667,22.754839,23,22.780645,75.666667,81.983871,78.232143,80.217742,179.3,273.4,257.9,263.2,1.107778,0.811828,1.171429,0.95914,5.2,4,6,3.6
2005,1,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,548,318,170,79,208165,0.263252708188216,0.152763432853746,0.081665986116782,0.037950664136622,32.587097,33.05,31.267742,32.182143,22.545161,23.416667,22.754839,23,68.548387,75.666667,81.983871,78.232143,46.1,179.3,273.4,257.9,1.333046,1.107778,0.811828,1.171429,7.3,5.2,4,6
2005,1,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,244,548,318,170,208165,0.117214709485264,0.263252708188216,0.152763432853746,0.081665986116782,33.573333,32.587097,33.05,31.267742,22.133333,22.545161,23.416667,22.754839,59.25,68.548387,75.666667,81.983871,0,46.1,179.3,273.4,1.592222,1.333046,1.107778,0.811828,9.6,7.3,5.2,4
2005,1,julho,7,0,0,0,0,0,0,1,0,0,0,0,0,55,244,548,318,208165,0.026421348449547,0.117214709485264,0.263252708188216,0.152763432853746,34.646667,33.573333,32.587097,33.05,19.570968,22.133333,22.545161,23.416667,48.959677,59.25,68.548387,75.666667,0,0,46.1,179.3,2.109677,1.592222,1.333046,1.107778,8.4,9.6,7.3,5.2
2005,1,agosto,8,0,0,0,0,0,0,0,1,0,0,0,0,17,55,244,548,208165,0.008166598611678,0.026421348449547,0.117214709485264,0.263252708188216,36.545161,34.646667,33.573333,32.587097,22.43871,19.570968,22.133333,22.545161,39.822581,48.959677,59.25,68.548387,0,0,0,46.1,2.087097,2.109677,1.592222,1.333046,9.2,8.4,9.6,7.3
2005,1,setembro,9,0,0,0,0,0,0,0,0,1,0,0,0,7,17,55,244,208165,0.003362717075397,0.008166598611678,0.026421348449547,0.117214709485264,36.813333,36.545161,34.646667,33.573333,23.963333,22.43871,19.570968,22.133333,45.625,39.822581,48.959677,59.25,82.9,0,0,0,2.056382,2.087097,2.109677,1.592222,12.3,9.2,8.4,9.6
2005,1,outubro,10,0,0,0,0,0,0,0,0,0,1,0,0,2,7,17,55,208165,0.000960776307256,0.003362717075397,0.008166598611678,0.026421348449547,35.348387,36.813333,36.545161,34.646667,23.006452,23.963333,22.43871,19.570968,62.185484,45.625,39.822581,48.959677,110.2,82.9,0,0,1.083871,2.056382,2.087097,2.109677,5.6,12.3,9.2,8.4
2005,1,novembro,11,0,0,0,0,0,0,0,0,0,0,1,0,4,2,7,17,208165,0.001921552614513,0.000960776307256,0.003362717075397,0.008166598611678,33.14,35.348387,36.813333,36.545161,23.013333,23.006452,23.963333,22.43871,73.525,62.185484,45.625,39.822581,242,110.2,82.9,0,0.986667,1.083871,2.056382,2.087097,4,5.6,12.3,9.2
2005,1,dezembro,12,0,0,0,0,0,0,0,0,0,0,0,1,25,4,2,7,208165,0.012009703840703,0.001921552614513,0.000960776307256,0.003362717075397,31.119355,33.14,35.348387,36.813333,22.583871,23.013333,23.006452,23.963333,79.935484,73.525,62.185484,45.625,336.7,242,110.2,82.9,0.952855,0.986667,1.083871,2.056382,3.8,4,5.6,12.3
2006,2,janeiro,1,1,0,0,0,0,0,0,0,0,0,0,0,59,25,4,2,220889,0.026710248133678,0.012009703840703,0.001921552614513,0.000960776307256,33.112903,31.119355,33.14,35.348387,22.441935,22.583871,23.013333,23.006452,72.629032,79.935484,73.525,62.185484,174.5,336.7,242,110.2,1.292807,0.952855,0.986667,1.083871,10.4,3.8,4,5.6
2006,2,fevereiro,2,0,1,0,0,0,0,0,0,0,0,0,0,103,59,25,4,220889,0.046629755216421,0.026710248133678,0.012009703840703,0.001921552614513,31.453571,33.112903,31.119355,33.14,22.075,22.441935,22.583871,23.013333,80.705357,72.629032,79.935484,73.525,313.8,174.5,336.7,242,0.963783,1.292807,0.952855,0.986667,6,10.4,3.8,4
2006,2,março,3,0,0,1,0,0,0,0,0,0,0,0,0,235,103,59,25,220889,0.10638827646465,0.046629755216421,0.026710248133678,0.012009703840703,31.13871,31.453571,33.112903,31.119355,22.535484,22.075,22.441935,22.583871,81.637097,80.705357,72.629032,79.935484,402.9,313.8,174.5,336.7,0.846248,0.963783,1.292807,0.952855,5.6,6,10.4,3.8
2006,2,abril,4,0,0,0,1,0,0,0,0,0,0,0,0,261,235,103,59,220889,0.11815889428627,0.10638827646465,0.046629755216421,0.026710248133678,30.256667,31.13871,31.453571,33.112903,22.34,22.535484,22.075,22.441935,83.666667,81.637097,80.705357,72.629032,403.8,402.9,313.8,174.5,0.643333,0.846248,0.963783,1.292807,4.4,5.6,6,10.4
2006,2,maio,5,0,0,0,0,1,0,0,0,0,0,0,0,239,261,235,103,220889,0.108199140744899,0.11815889428627,0.10638827646465,0.046629755216421,31.645161,30.256667,31.13871,31.453571,22.558065,22.34,22.535484,22.075,76.959677,83.666667,81.637097,80.705357,156.3,403.8,402.9,313.8,0.925806,0.643333,0.846248,0.963783,5.2,4.4,5.6,6
2006,2,junho,6,0,0,0,0,0,1,0,0,0,0,0,0,105,239,261,235,220889,0.047535187356546,0.108199140744899,0.11815889428627,0.10638827646465,33.106667,31.645161,30.256667,31.13871,20.353333,22.558065,22.34,22.535484,57.858333,76.959677,83.666667,81.637097,0,156.3,403.8,402.9,1.801628,0.925806,0.643333,0.846248,9.9,5.2,4.4,5.6
